,user,review,date,user_score,review_votes,review_upvotes,review_downvotes,language
95,Kenjiwu,"This is an absolutely breathtaking and emotional movie, containing the love of all the characters who were with us all the time through ten  years.",2019-04-28,10,47,33,14,English
97,pilotjonesmusic,"I wish they would have taken even more risks, but overall, the movie delivers on most fronts. I really respect the decision to unceremoniously dispatch of Thanos in the first 30 minutes. &amp; the death of Tony Stark was expected, but still hit hard. Highly recommend watching all the previous films for full enjoyment. But not entirely necessary. All in all, a sensational end to the first major arc in the MCU!",2019-04-30,9,47,33,14,English
98,bichthuydao,"so epic,amazing,I love movie three thousands.I have been a fan of Marvel for 9 years and it's so sad when this is last I've seen iron man,Captain america and... Black widow.in my opinion, I vote 10/10 for this one",2019-05-01,10,47,33,14,English
99,ellamadden13,"Simply amazing. This movie does an amazing job at wrapping up the Infinity Saga, and is truly for the fans. It takes you on a ride through the past 11 years in the MCU, going back in time, like a trip down memory lane. I loved every minute of it. The final battle is the most memorable in MCU History, topping Infinity War's battles on Titan and Wakanda, and makes the airport battle in Civil War look like a walk in the park. While the ending can be hard to understand (I won't give away what happens) but please note it takes place in an alternate timeline, NOT the main MCU timeline. Just wanted to clear that up, as the Russos said this. It does have some flaws, depending on what you envision for the characters, but overall, I loved every second of it and really truly believe there was no other way to truly tie every loose end and wrap everything up. It's much funnier than I would have thought, but it really works for this movie! RDJ and Chris Evans really leave it all in this movie, it was amazing. Some of their best work. More standouts include Paul Rudd, Scarlett Johansson, and Mark Ruffalo. Marvel really brought their A-Game with this one, and I would not miss this one. If you haven't seen an MCU film, I would recommend, Iron Man 1, Avengers 1, ALL The Captain America movies, Thor: Ragnarok, Ant Man and the Wasp, Black Panther, and obviously Infinity war.",2019-05-03,9,47,33,14,English
100,Sameer1338,Movie was great. But difficult to understand for those who've not watched previous parts(MCU).,2019-05-15,10,47,33,14,English
101,hugoferreira,"It's a necessary movie to continue with the franchise, otherwise Infinity War would be sufficient as an ending, still pretty awesome.",2019-04-30,8,50,35,15,English
102,rajaunni99,it's just amazing Russo brothers really nailed it they were able to provide a satisfying and effective conclusion to their great infinity saga some are complaining that movie lacked action I don't know why they are saying such stupid things in the end we can see over the top action I liked how Russo brothers focused more on story telling rather than just relying on action i thought that infinity war had an amazing action sequences but it lacked true emotional moments I never felt sad after watching infinity war it really didn't struck me that hard but this one was very special it had strong emotional moments and also unexpected comedy scenes it is really a complete entertainer and is a fan service plz don't miss this spectacle,2019-05-17,10,43,30,13,English
104,FlippinSnip3r,The fight scene in the end was so good it definitely redeemed the past scenes that were a bit slow paced but the overall story is something that will remain remembered forever,2019-05-23,8,43,30,13,English
105,DanyalBaig,"Coming as one of the biggest conclusion in the cinematic history, Avengers: Endgame lives up of its name as the most satisfying, story-wrapping epic of it's own kind.",2019-05-24,10,43,30,13,English
106,Starscourge,"These are my thought's. They killed off or retired any character that would have overshadowed Brie and the next MCU phase characters. It reminds me of my love affair with the season one of Macross saga aka (Robotech) anime from the 80s When that series ended with earth decimation I held my breath for what was to come after, and what came was a poorly constructed story minus my favourite characters. I don't not like this film, and I couldn't hate it if I tried too. Its a movie packed with fan service and a decent send-off I suppose. ""But I will be retiring with my favourite characters, and not returning for more. Let's hope the DCEU and Joker film will embrace me warmly."" Salute to the newer viewers Disney is making the films, for now, I hope they enjoy. truly Thanks, Russo bros",2019-04-27,7,33,23,10,English
107,ghostsytem,"Endgame is a movie is suppose to end a 10 year sega but its gives more questions likes how is this suppose to fix this the hole time travel think is boring to dumb but black widows death is also boring sense you feel like your disconnected,but one think that saves this movie is the final fight scene it helps show more character development  and the ending was amazing on my opinion endgame story is flawd but its marvel fightscene saves it.(also there like 100 plot holes)",2019-05-05,8,33,23,10,English
