,user,review,date,user_score,review_votes,review_upvotes,review_downvotes,language
370,IroncladChad,"After 10 years of films, we have finally reached the endgame. Every star(save a few) from every movie from Iron Man in 2008 to Black Panther earlier this year comes together in hopes of stopping the pinnacle of bad guys: Thanos and the payoff is immense, enjoyable and admittedly complicated. The scenes play out like a comic book should, with focus jumping from one group on this planet, or another group on another planet, back to another group traveling in space. My heart goes out to anyone who hasn't at bare minimum Avengers 1, 2 and Civil War, and even then you still won't know about a certain Guardians of a certain galaxy. I personally, as a fan of these characters and someone who's seen all the movies(except maybe Thor 2), wasn't too confused, but I can't vouch for everyone and the average joe would likely go nuts trying to remember everyone's powers and why they hate certain characters and why certain characters aren't on speaking terms. On one hand, I can't discourage anyone from seeing a good film, but this film should definitely come with a warning label to go watch the others one or this movie could seem like it's way too many cooks in the kitchen.Now onto the best things: Josh Brolin as Thanos absolutely owns every scene he is in, and that's no small feat when sharing screen time with Robert Downey Jr, Chris Pratt and many many more. He comes off less like a villain hellbent on conquering the world like a generic bad guy, but more like a man burdened with knowledge will. One can tell that care was taken when crafting just how threatening Thanos' presence is. he's huge, he speaks calmly. Thanos doesn't make demands or give orders, he tells you what you will do and how things will end, and it is so. Thanos isn't necessarily as psychotic as Loki, or as unfeeling as Ultron, but his resolve and near limitless abilities dwarf all other villains before him. you could even say the previous MCU villains where all tests, and now the Avengers have reached the final boss. The action scenes are, as expected, spectacular. The Russo brothers have shown us once again that they showcase some of the best action not only in the MCU, but perhaps of this generation. In Captain America: The Winter Soldier, they managed to give us spy movie action with intense gunfights and hand-to-hand brawls that are so brutal they look like fighting game characters with infinite life bars. This movie solidly tops that grand scale of colossal destruction not just in the form of building collapsing but the characters themselves take such beatings it's nearly unbearable. This action does lend itself to a good amount of team-ups that I won't spoil, but just know that these characters can throw down and when they do, it's a sight to behold.The only real flaws I find are ones that the uninitiated would encounter. Imagine watching a season finale of a TV show after not seeing any previous episode. It sounds silly, but I really do feel that a number of critics have gone into it that way. Yes, it can feel crowded, yes you need to see at minimum 3 other films just to get this one, but at this point, the MCU is in too deep and anything that wasn't on this scale wouldn't feel satisfactory.",2018-04-29,9,3,1,2,English
371,HMoviesReviews,"I honestly expected a lot, but assumed I was going to be disappointed. Somehow, they managed to do the impossible. Take ten years worth of characters and story and turn it into an epic movie. The best movie I have seen in theaters in years, and possibly the best PG-13 movie I have ever seen. Underrated by critics, easily a 10/10 and worth multiple viewings.",2018-04-29,10,3,1,2,English
372,Patr1ck,"This film is wonderful, until then the best of Marvel Studios, unfortunately due to the large number of characters, many heroes have failed to shine in this film, but at least Josh Brolin in the role of Thanos is incredible and the end shocking. Congratulations Russo brothers for one of the best films of recent years.",2018-04-30,10,3,1,2,English
373,RobGold,My friend in Belgium saw the version with Silver Surfer in it. He appears after the last credit sequence. Don't be surprised if this footage gets leaked.,2018-05-02,10,3,1,2,English
374,Goyaisthebest,"This is simple. Avengers: Infinity War is one of the best superhero movies of all times. And it's a great movie in general. It's a very difficult film to narrate because there are too many characters, but the Russo Brothers do an excellent job.",2018-05-02,10,3,1,2,English
376,ali_khunaizi,"it really doesn't need too much to say, the movie is beautifully entertaining, one of the very few movies in history that will not let you close your eyes or yawn from boredom, thanks Marvel, 10/10 work",2018-05-12,10,3,1,2,English
377,rrreeevvv49,"A pretty good movie with some good acting, funny moments and interesting plot twists. However the movie is a bit overstuffed and has a couple of boring subplots.",2018-05-13,7,3,1,2,English
378,Eduardofu23,This movie of the avengers was so good that I can't wait for the last (conclusion) of this movie,2018-05-14,10,3,1,2,English
379,Solangel007,"It was a compelling story, and a good interactive action movie. It felt as a Game of Thrones speed marathon, and Thanos actually was incredible in this movie. IF the movie makes you feel a lot of emotion at once, then it did its job.",2018-05-14,10,3,1,2,English
381,anvi19,"AMAZING!!! As a MCU fan since the last ten years, I have to admit that this movie was the BEST among all of them.  Once I saw Infinity War, I started thinking about how this movie could introduce the fourth Avenger movie and the missing characters ( Hawkeye, Ant Man, The Wasp or even Captain Marvel (which stand-alone movie, I am definitely going to see) Also, there were lots of memorable phrases such as “Earth is closed” uttered by Iron Man, once Ebony Maw and Cull Obsidian invade New York or even the classic “language” response, here said by Drax.As characters go, Thanos is the most dangerous and powerfull villain In the MCU (he throws Gamora to the bottom of an abyssm to get the SOUL stone). Sorry Loki fans. Concerning the Guardians of the Galaxy, Star-Lord and Gamora have a lead role in this movie. As the members of the Avengers, Iron Man is ALWAYS GREAT. What I would have improved: more time to explore the Black Orders past and their origin, also why they are called lime that.So in general: Characters: 5/5Plot: 6/5Villain: 5/5Especial effects: 4.5/5Original Score: 5/5",2018-05-25,10,3,1,2,English
